"DATE"	"TIME"	"FRAC_DAYS_SINCE_JAN1"	"FRAC_HRS_SINCE_JAN1"	"EPOCH_TIME"	"ALARM_STATUS"	"INST_STATUS"	"CavityPressure"	"CavityTemp"	"WarmBoxTemp"	"DasTemp"	"OutletValve"	"HR_12CH4"	"HR_12CH4_dry"	"HR_Delta_iCH4_Raw"	"HR_Delta_iCH4_30s"	"HR_Delta_iCH4_2min"	"HR_Delta_iCH4_5min"	"ChemDetect"	"H2O"	"X12CO2"	"X12CO2_dry"	"X13CO2"	"Delta_Raw_iCO2"	"Delta_30s_iCO2"	"Delta_2min_iCO2"	"Delta_5min_iCO2"
"2018-05-22"	"16:56:30.898"	141.37257985	3392.941916	1527008190.899	0	963	147.99748146	45.00063324	45.000602722	39.54739011	33079.98987	1.9205581586	1.9210801473	-48.060560416	-44.397378927	-45.151090613	-44.443097602	0	0.016652425984	411.32151255	411.43998622	4.5805166928	-9.2824350446	-10.026929542	-10.148744786	-10.056938982
"2018-05-22"	"16:56:32.125"	141.37259404	3392.942257	1527008192.125	0	963	147.99803041	45.00063324	45.000602722	39.5	33081.099634	1.9142378172	1.9147321134	-43.560451909	-45.457361426	-44.980769858	-44.518124472	0	0.016001406277	411.32151255	411.43998622	4.5805166928	-9.2824350446	-10.026929542	-10.148744786	-10.056938982
"2018-05-22"	"16:56:33.357"	141.3726083	3392.942599	1527008193.357	0	963	147.99645163	45.00063324	45.000602722	39.5	33077.664449	1.9142378172	1.9147321134	-43.560451909	-45.457361426	-44.980769858	-44.518124472	0	0.016001406277	411.32151255	411.43998622	4.5805166928	-9.2824350446	-10.026929542	-10.148744786	-10.056938982
"2018-05-22"	"16:56:33.845"	141.37261396	3392.942735	1527008193.846	0	963	147.99975586	45.00063324	45.000602722	39.5	33079.691406	1.9142378172	1.9147321134	-43.560451909	-45.457361426	-44.980769858	-44.518124472	0	0.016001406277	411.53134608	411.6452433	4.5828017976	-9.2824350446	-10.026929542	-10.148744786	-10.056938982
"2018-05-22"	"16:56:34.334"	141.37261961	3392.942871	1527008194.334	0	963	147.99974882	45.000633016	45.000603616	39.500457875	33079.681133	1.9142378172	1.9147321134	-43.560451909	-45.457361426	-44.980769858	-44.518124472	0	0.016001406277	411.53134608	411.6452433	4.581666527	-9.5278597033	-9.9602433466	-10.11445056	-10.054736602
"2018-05-22"	"16:56:35.562"	141.37263383	3392.943212	1527008195.563	0	963	148.0007514	45.000602722	45.000724792	39.520963542	33080.027799	1.9061071534	1.9065800885	-34.110159776	-43.858778346	-44.809160987	-44.435319348	0	0.016300179064	411.53134608	411.6452433	4.581666527	-9.5278597033	-9.9602433466	-10.11445056	-10.054736602
"2018-05-22"	"16:56:36.815"	141.37264833	3392.94356	1527008196.816	0	963	147.99917552	45.000602722	45.000724792	39.5	33078.254479	1.9061071534	1.9065800885	-34.110159776	-43.858778346	-44.809160987	-44.435319348	0	0.016300179064	411.53134608	411.6452433	4.581666527	-9.5278597033	-9.9602433466	-10.11445056	-10.054736602
"2018-05-22"	"16:56:37.308"	141.37265403	3392.943697	1527008197.308	0	963	148.0004425	45.000602722	45.000724792	39.5	33079.191406	1.9061071534	1.9065800885	-34.110159776	-43.858778346	-44.809160987	-44.435319348	0	0.016300179064	411.61259156	411.72863956	4.5825947384	-9.5278597033	-9.9602433466	-10.11445056	-10.054736602
"2018-05-22"	"16:56:37.798"	141.3726597	3392.943833	1527008197.798	0	963	148.00408069	45.000602722	45.000724792	39.5	33084.103008	1.9061071534	1.9065800885	-34.110159776	-43.858778346	-44.809160987	-44.435319348	0	0.016300179064	411.61259156	411.72863956	4.5845545375	-9.1042729497	-9.8323627828	-10.125862334	-10.022510967
"2018-05-22"	"16:56:39.020"	141.37267385	3392.944172	1527008199.021	0	963	148.00028448	45.000618744	45.00070076	39.5	33083.55061	1.928907914	1.92939546	-48.616606506	-44.504963619	-44.990595756	-44.481486482	0	0.016328513913	411.61259156	411.72863956	4.5845545375	-9.1042729497	-9.8323627828	-10.125862334	-10.022510967
"2018-05-22"	"16:56:40.276"	141.37268838	3392.944521	1527008200.276	0	963	147.99847613	45.000724792	45.000541687	39.5	33082.660027	1.928907914	1.92939546	-48.616606506	-44.504963619	-44.990595756	-44.481486482	0	0.016328513913	411.61259156	411.72863956	4.5845545375	-9.1042729497	-9.8323627828	-10.125862334	-10.022510967
"2018-05-22"	"16:56:40.775"	141.37269416	3392.94466	1527008200.775	0	963	147.99838257	45.000724792	45.000541687	39.5	33082.484375	1.928907914	1.92939546	-48.616606506	-44.504963619	-44.990595756	-44.481486482	0	0.016328513913	411.17876895	411.29489653	4.5797248551	-9.1042729497	-9.8323627828	-10.125862334	-10.022510967
