"DATE"	"TIME"	"FRAC_DAYS_SINCE_JAN1"	"FRAC_HRS_SINCE_JAN1"	"EPOCH_TIME"	"ALARM_STATUS"	"INST_STATUS"	"CavityPressure"	"CavityTemp"	"WarmBoxTemp"	"DasTemp"	"OutletValve"	"HR_12CH4"	"HR_12CH4_dry"	"HR_Delta_iCH4_Raw"	"HR_Delta_iCH4_30s"	"HR_Delta_iCH4_2min"	"HR_Delta_iCH4_5min"	"ChemDetect"	"H2O"	"X12CO2"	"X12CO2_dry"	"X13CO2"	"Delta_Raw_iCO2"	"Delta_30s_iCO2"	"Delta_2min_iCO2"	"Delta_5min_iCO2"
"2018-08-27"	"23:39:27.861"	238.6524058	5727.657739	1535413167.861	0	963	148.00951246	44.834220886	44.99974823	32	31756.129793	1.860725316	1.8669104337	-34.615523025	-44.243818522	-43.733572491	-43.733572491	0	0.21047500076	385.38021708	386.80529957	4.2554804942	-20.96531536	-22.503912589	-25.282955874	-25.282955874
"2018-08-27"	"23:39:29.122"	238.65242041	5727.65809	1535413169.123	0	963	148.00104162	44.834220886	44.99974823	32	31755.969802	1.860725316	1.8669104337	-34.615523025	-44.243818522	-43.733572491	-43.733572491	0	0.21047500076	385.38021708	386.80529957	4.2554804942	-20.96531536	-22.503912589	-25.282955874	-25.282955874
"2018-08-27"	"23:39:29.627"	238.65242624	5727.65823	1535413169.627	0	963	147.99713135	44.834220886	44.99974823	32	31752.849609	1.860725316	1.8669104337	-34.615523025	-44.243818522	-43.733572491	-43.733572491	0	0.21047500076	385.51479448	386.92847677	4.2568356414	-20.96531536	-22.503912589	-25.282955874	-25.282955874
"2018-08-27"	"23:39:30.121"	238.65243196	5727.658367	1535413170.121	0	963	148.00193815	44.840928046	45.000055641	32	31759.286694	1.860725316	1.8669104337	-34.615523025	-44.243818522	-43.733572491	-43.733572491	0	0.21047500076	385.51479448	386.92847677	4.2500822905	-22.518526563	-22.505604521	-25.052586765	-25.052586765
"2018-08-27"	"23:39:31.358"	238.65244628	5727.658711	1535413171.359	0	963	147.99824762	44.841545105	45.000083923	32	31754.404736	1.8785651018	1.8847573539	-41.127251915	-43.289319273	-43.533086293	-43.533086293	0	0.21094718182	385.51479448	386.92847677	4.2500822905	-22.518526563	-22.505604521	-25.052586765	-25.052586765
"2018-08-27"	"23:39:32.604"	238.65246069	5727.659057	1535413172.604	0	963	148.003487	44.841545105	45.000083923	32	31758.016011	1.8785651018	1.8847573539	-41.127251915	-43.289319273	-43.533086293	-43.533086293	0	0.21094718182	385.51479448	386.92847677	4.2500822905	-22.518526563	-22.505604521	-25.052586765	-25.052586765
"2018-08-27"	"23:39:33.095"	238.65246639	5727.659193	1535413173.096	0	963	148.0035553	44.841545105	45.000083923	32	31758.371094	1.8785651018	1.8847573539	-41.127251915	-43.289319273	-43.533086293	-43.533086293	0	0.21094718182	385.36590608	386.78223842	4.2484759858	-22.518526563	-22.505604521	-25.052586765	-25.052586765
"2018-08-27"	"23:39:33.592"	238.65247213	5727.659331	1535413173.592	0	963	148.00516669	44.841545105	45.000083923	32	31761.214357	1.8785651018	1.8847573539	-41.127251915	-43.289319273	-43.533086293	-43.533086293	0	0.21094718182	385.36590608	386.78223842	4.2500222789	-22.162758327	-22.386505111	-24.83029227	-24.83029227
"2018-08-27"	"23:39:34.832"	238.65248648	5727.659676	1535413174.832	0	963	148.00122512	44.846358299	45.000083923	32	31762.503149	1.8748272029	1.8810211264	-38.375521126	-42.743341701	-43.164688781	-43.164688781	0	0.20995547784	385.36590608	386.78223842	4.2500222789	-22.162758327	-22.386505111	-24.83029227	-24.83029227
"2018-08-27"	"23:39:36.069"	238.6525008	5727.660019	1535413176.069	0	963	147.99971841	44.849021912	45.000083923	32	31761.021892	1.8748272029	1.8810211264	-38.375521126	-42.743341701	-43.164688781	-43.164688781	0	0.20995547784	385.36590608	386.78223842	4.2500222789	-22.162758327	-22.386505111	-24.83029227	-24.83029227
