"DATE"	"TIME"	"FRAC_DAYS_SINCE_JAN1"	"FRAC_HRS_SINCE_JAN1"	"EPOCH_TIME"	"ALARM_STATUS"	"INST_STATUS"	"CavityPressure"	"CavityTemp"	"WarmBoxTemp"	"DasTemp"	"OutletValve"	"HR_12CH4"	"HR_12CH4_dry"	"HR_Delta_iCH4_Raw"	"HR_Delta_iCH4_30s"	"HR_Delta_iCH4_2min"	"HR_Delta_iCH4_5min"	"ChemDetect"	"H2O"	"X12CO2"	"X12CO2_dry"	"X13CO2"	"Delta_Raw_iCO2"	"Delta_30s_iCO2"	"Delta_2min_iCO2"	"Delta_5min_iCO2"
"2018-06-13"	"18:40:06.374"	163.44451822	3922.668437	1528915206.374	0	963	147.99413174	45.014274597	44.972373962	39.5	32441.244291	1.8827706069	1.8885118114	-106.16681808	-105.28847897	-105.65108412	-110.91764865	0	0.19483933325	406.55395792	407.93326054	4.3054298922	-60.775755579	-62.112019224	-69.824261655	-86.907721008
"2018-06-13"	"18:40:06.862"	163.44452388	3922.668573	1528915206.863	0	963	147.99180603	45.014274597	44.972373962	39.5	32436.619141	1.8827706069	1.8885118114	-106.16681808	-105.28847897	-105.65108412	-110.91764865	0	0.19483933325	405.7174452	407.09374474	4.296569432	-60.775755579	-62.112019224	-69.824261655	-86.907721008
"2018-06-13"	"18:40:07.364"	163.44452968	3922.668712	1528915207.364	0	963	147.99161219	45.014274597	44.972373962	39.5	32435.856563	1.8827706069	1.8885118114	-106.16681808	-105.28847897	-105.65108412	-110.91764865	0	0.19483933325	405.7174452	407.09374474	4.3076901137	-58.344789651	-61.426790536	-69.160088195	-86.244427794
"2018-06-13"	"18:40:08.644"	163.4445445	3922.669068	1528915208.645	0	963	147.99543568	45.014274597	44.972373962	39.5	32430.508891	1.868725365	1.8744229554	-95.602613742	-103.86276008	-105.35139592	-110.58162476	0	0.19248889787	405.7174452	407.09374474	4.3076901137	-58.344789651	-61.426790536	-69.160088195	-86.244427794
"2018-06-13"	"18:40:10.061"	163.44456089	3922.669461	1528915210.061	0	963	148.01292956	45.014349047	44.972274696	39.5	32447.12691	1.868725365	1.8744229554	-95.602613742	-103.86276008	-105.35139592	-110.58162476	0	0.19248889787	405.7174452	407.09374474	4.3076901137	-58.344789651	-61.426790536	-69.160088195	-86.244427794
"2018-06-13"	"18:40:10.566"	163.44456675	3922.669602	1528915210.567	0	963	148.01412964	45.01436615	44.972251892	39.5	32449.273438	1.868725365	1.8744229554	-95.602613742	-103.86276008	-105.35139592	-110.58162476	0	0.19248889787	406.38232979	407.74413241	4.3145722351	-58.344789651	-61.426790536	-69.160088195	-86.244427794
"2018-06-13"	"18:40:11.062"	163.44457249	3922.66974	1528915211.063	0	963	148.0113953	45.01436615	44.972251892	39.5	32451.985563	1.868725365	1.8744229554	-95.602613742	-103.86276008	-105.35139592	-110.58162476	0	0.19248889787	406.38232979	407.74413241	4.3086637742	-59.634310986	-61.200902931	-68.548366108	-85.609841595
"2018-06-13"	"18:40:12.349"	163.44458738	3922.670097	1528915212.35	0	963	147.99869156	45.01436615	44.972251892	39.5	32447.660478	1.8637326379	1.8693457526	-98.110619819	-102.45351077	-104.96207868	-110.28576858	0	0.19203956969	406.38232979	407.74413241	4.3086637742	-59.634310986	-61.200902931	-68.548366108	-85.609841595
"2018-06-13"	"18:40:13.759"	163.4446037	3922.670489	1528915213.76	0	963	148.00132165	45.01436615	44.972251892	39.5	32449.011912	1.8637326379	1.8693457526	-98.110619819	-102.45351077	-104.96207868	-110.28576858	0	0.19203956969	406.38232979	407.74413241	4.3086637742	-59.634310986	-61.200902931	-68.548366108	-85.609841595
"2018-06-13"	"18:40:14.256"	163.44460946	3922.670627	1528915214.257	0	963	148.00473022	45.01436615	44.972251892	39.5	32451.660156	1.8637326379	1.8693457526	-98.110619819	-102.45351077	-104.96207868	-110.28576858	0	0.19203956969	406.08544926	407.44306018	4.3054823207	-59.634310986	-61.200902931	-68.548366108	-85.609841595
"2018-06-13"	"18:40:14.759"	163.44461528	3922.670767	1528915214.76	0	963	148.00473022	45.01436615	44.972251892	39.5	32451.660156	1.8637326379	1.8693457526	-98.110619819	-102.45351077	-104.96207868	-110.28576858	0	0.19203956969	406.08544926	407.44306018	4.3202844387	-56.401362198	-60.398125082	-67.878352424	-84.938109441
"2018-06-13"	"18:40:16.043"	163.44463014	3922.671123	1528915216.044	0	963	147.99912246	45.014517466	44.972070313	39.469921875	32447.432385	1.8910405653	1.8967226447	-104.81629243	-103.13840607	-104.86288118	-110.18286401	0	0.1911208286	406.08544926	407.44306018	4.3202844387	-56.401362198	-60.398125082	-67.878352424	-84.938109441
"2018-06-13"	"18:40:17.457"	163.44464649	3922.671516	1528915217.457	0	963	147.99637361	45.014518738	44.972068787	39.4375	32440.361185	1.8910405653	1.8967226447	-104.81629243	-103.13840607	-104.86288118	-110.18286401	0	0.1911208286	406.08544926	407.44306018	4.3202844387	-56.401362198	-60.398125082	-67.878352424	-84.938109441
"2018-06-13"	"18:40:17.951"	163.44465222	3922.671653	1528915217.952	0	963	148.00721741	45.014518738	44.972068787	39.4375	32450.595703	1.8910405653	1.8967226447	-104.81629243	-103.13840607	-104.86288118	-110.18286401	0	0.1911208286	406.50940983	407.86188775	4.3247254376	-56.401362198	-60.398125082	-67.878352424	-84.938109441
"2018-06-13"	"18:40:18.441"	163.44465789	3922.671789	1528915218.442	0	963	148.00597222	45.014518738	44.972068787	39.4375	32450.933637	1.8910405653	1.8967226447	-104.81629243	-103.13840607	-104.86288118	-110.18286401	0	0.1911208286	406.50940983	407.86188775	4.3201048054	-57.409523828	-59.759909095	-67.228920584	-84.231365702
"2018-06-13"	"18:40:19.727"	163.44467278	3922.672147	1528915219.728	0	963	148.00177641	45.014543533	44.972035726	39.4375	32448.385559	1.8819016277	1.8875288813	-102.74359414	-103.08322544	-104.70334154	-110.02460356	0	0.18935500542	406.50940983	407.86188775	4.3201048054	-57.409523828	-59.759909095	-67.228920584	-84.231365702
"2018-06-13"	"18:40:21.140"	163.44468912	3922.672539	1528915221.14	0	963	147.99879456	45.014701843	44.971824646	39.4375	32444.210938	1.8819016277	1.8875288813	-102.74359414	-103.08322544	-104.70334154	-110.02460356	0	0.18935500542	406.50940983	407.86188775	4.3201048054	-57.409523828	-59.759909095	-67.228920584	-84.231365702
"2018-06-13"	"18:40:21.645"	163.44469498	3922.672679	1528915221.646	0	963	147.99702549	45.014701843	44.971824646	39.4375	32442.365234	1.8819016277	1.8875288813	-102.74359414	-103.08322544	-104.70334154	-110.02460356	0	0.18935500542	405.60799882	406.94492906	4.3103923078	-57.409523828	-59.759909095	-67.228920584	-84.231365702
"2018-06-13"	"18:40:22.138"	163.44470068	3922.672816	1528915222.139	0	963	147.99200725	45.014701843	44.971824646	39.4375	32435.591561	1.8819016277	1.8875288813	-102.74359414	-103.08322544	-104.70334154	-110.02460356	0	0.18935500542	405.60799882	406.94492906	4.321991024	-54.87313301	-58.805249349	-66.486203247	-83.546066356
