"DATE"	"TIME"	"FRAC_DAYS_SINCE_JAN1"	"FRAC_HRS_SINCE_JAN1"	"EPOCH_TIME"	"ALARM_STATUS"	"INST_STATUS"	"CavityPressure"	"CavityTemp"	"WarmBoxTemp"	"DasTemp"	"OutletValve"	"HR_12CH4"	"HR_12CH4_dry"	"HR_Delta_iCH4_Raw"	"HR_Delta_iCH4_30s"	"HR_Delta_iCH4_2min"	"HR_Delta_iCH4_5min"	"ChemDetect"	"H2O"	"X12CO2"	"X12CO2_dry"	"X13CO2"	"Delta_Raw_iCO2"	"Delta_30s_iCO2"	"Delta_2min_iCO2"	"Delta_5min_iCO2"
"2018-05-09"	"19:04:40.664"	128.46158176	3083.077962	1525892680.664	0	963	148.00437788	45.003196716	45.00566864	39.0625	32721.626488	1.8915751962	1.8951161315	-115.86763551	-117.27224797	-119.37168784	-125.95782814	0	0.12038146285	400.95546658	401.79356063	4.4798862622	-7.7847326709	-8.2916373173	-9.8594370584	-14.2135758
"2018-05-09"	"19:04:42.164"	128.46159912	3083.078379	1525892682.164	0	963	148.00776056	45.003196716	45.00566864	39.0625	32731.854728	1.8976048565	1.9011659688	-118.49424453	-117.1725609	-118.82911521	-125.84474354	0	0.11944833186	400.95546658	401.79356063	4.4798862622	-7.7847326709	-8.2916373173	-9.8594370584	-14.2135758
"2018-05-09"	"19:04:43.805"	128.46161811	3083.078835	1525892683.805	0	963	148.00405263	45.003196716	45.00566864	39.0625	32737.329477	1.8976048565	1.9011659688	-118.49424453	-117.1725609	-118.82911521	-125.84474354	0	0.11944833186	400.95546658	401.79356063	4.4798862622	-7.7847326709	-8.2916373173	-9.8594370584	-14.2135758
"2018-05-09"	"19:04:44.296"	128.46162381	3083.078971	1525892684.297	0	963	148.00431824	45.003196716	45.00566864	39.0625	32738.572266	1.8976048565	1.9011659688	-118.49424453	-117.1725609	-118.82911521	-125.84474354	0	0.11944833186	400.60036218	401.43119643	4.4758460023	-7.7847326709	-8.2916373173	-9.8594370584	-14.2135758
"2018-05-09"	"19:04:44.799"	128.46162963	3083.079111	1525892684.8	0	963	148.00757758	45.003229358	45.00566864	39.0625	32744.123684	1.8976048565	1.9011659688	-118.49424453	-117.1725609	-118.82911521	-125.84474354	0	0.11944833186	400.60036218	401.43119643	4.4804817481	-6.7570704641	-8.0658793103	-9.7319043443	-13.949169961
"2018-05-09"	"19:04:46.273"	128.46164669	3083.079521	1525892686.274	0	963	147.99330718	45.003318787	45.00566864	39.0625	32732.506901	1.8851716146	1.8886817628	-108.6600476	-115.98774592	-118.32665087	-125.420323	0	0.12017170325	400.60036218	401.43119643	4.4804817481	-6.7570704641	-8.0658793103	-9.7319043443	-13.949169961
"2018-05-09"	"19:04:47.875"	128.46166522	3083.079965	1525892687.875	0	963	147.99211758	45.003318787	45.00566864	39.0625	32711.356327	1.8851716146	1.8886817628	-108.6600476	-115.98774592	-118.32665087	-125.420323	0	0.12017170325	400.60036218	401.43119643	4.4804817481	-6.7570704641	-8.0658793103	-9.7319043443	-13.949169961
"2018-05-09"	"19:04:48.361"	128.46167084	3083.0801	1525892688.361	0	963	147.99658203	45.003318787	45.00566864	39.0625	32712.3125	1.8851716146	1.8886817628	-108.6600476	-115.98774592	-118.32665087	-125.420323	0	0.12017170325	400.72026797	401.55640553	4.4818792406	-6.7570704641	-8.0658793103	-9.7319043443	-13.949169961
"2018-05-09"	"19:04:48.869"	128.46167674	3083.080242	1525892688.87	0	963	147.99969617	45.003318787	45.00566864	39.0625	32714.975275	1.8851716146	1.8886817628	-108.6600476	-115.98774592	-118.32665087	-125.420323	0	0.12017170325	400.72026797	401.55640553	4.4836679262	-6.3606743998	-7.6973219966	-9.5159302108	-13.700766467
"2018-05-09"	"19:04:50.369"	128.4616941	3083.080658	1525892690.37	0	963	148.00893507	45.003296089	45.00557785	39.077734375	32728.900175	1.8944135692	1.8979624493	-116.05233742	-115.38579674	-118.03466799	-125.27814708	0	0.11918560161	400.72026797	401.55640553	4.4836679262	-6.3606743998	-7.6973219966	-9.5159302108	-13.700766467
"2018-05-09"	"19:04:51.993"	128.46171289	3083.081109	1525892691.994	0	963	147.99650976	45.003288269	45.00554657	39.0625	32727.154919	1.8944135692	1.8979624493	-116.05233742	-115.38579674	-118.03466799	-125.27814708	0	0.11918560161	400.72026797	401.55640553	4.4836679262	-6.3606743998	-7.6973219966	-9.5159302108	-13.700766467
"2018-05-09"	"19:04:52.487"	128.46171861	3083.081247	1525892692.488	0	963	147.99220896	45.003288269	45.00554657	39.099609375	32720.479492	1.8944135692	1.8979624493	-116.05233742	-115.38579674	-118.03466799	-125.27814708	0	0.11918560161	401.16419428	401.99435739	4.4885579757	-6.3606743998	-7.6973219966	-9.5159302108	-13.700766467
"2018-05-09"	"19:04:52.996"	128.4617245	3083.081388	1525892692.997	0	963	147.99410832	45.003288269	45.00554657	39.125	32719.322802	1.8944135692	1.8979624493	-116.05233742	-115.38579674	-118.03466799	-125.27814708	0	0.11918560161	401.16419428	401.99435739	4.4781211061	-8.6711010722	-7.5063319971	-9.3807366332	-13.481328975
"2018-05-09"	"19:04:54.486"	128.46174175	3083.081802	1525892694.487	0	963	148.00287612	45.003288269	45.005632401	39.103515625	32721.981783	1.8904732191	1.8939854663	-117.93370602	-115.82465146	-117.71327793	-125.00557497	0	0.11947667801	401.16419428	401.99435739	4.4781211061	-8.6711010722	-7.5063319971	-9.3807366332	-13.481328975
"2018-05-09"	"19:04:56.108"	128.46176051	3083.082252	1525892696.108	0	963	148.01337609	45.003288269	45.005729675	39.0625	32742.923807	1.8904732191	1.8939854663	-117.93370602	-115.82465146	-117.71327793	-125.00557497	0	0.11947667801	401.16419428	401.99435739	4.4781211061	-8.6711010722	-7.5063319971	-9.3807366332	-13.481328975
"2018-05-09"	"19:04:56.607"	128.46176628	3083.082391	1525892696.607	0	963	148.01095581	45.003288269	45.005729675	39.0625	32745.654297	1.8904732191	1.8939854663	-117.93370602	-115.82465146	-117.71327793	-125.00557497	0	0.11947667801	401.07839821	401.91042003	4.477186064	-8.6711010722	-7.5063319971	-9.3807366332	-13.481328975
"2018-05-09"	"19:04:57.105"	128.46177205	3083.082529	1525892697.105	0	963	148.0092238	45.003288269	45.005729675	39.0625	32747.045938	1.8904732191	1.8939854663	-117.93370602	-115.82465146	-117.71327793	-125.00557497	0	0.11947667801	401.07839821	401.91042003	4.4833435135	-7.3077318528	-7.3106762427	-9.2579101813	-13.263302046
"2018-05-09"	"19:04:58.671"	128.46179019	3083.082964	1525892698.672	0	963	147.99750175	45.003272247	45.005729675	39.07421875	32738.001709	1.8800900186	1.8835915243	-111.1552492	-116.04620442	-117.26233525	-124.79885369	0	0.11974664408	401.07839821	401.91042003	4.4833435135	-7.3077318528	-7.3106762427	-9.2579101813	-13.263302046
"2018-05-09"	"19:05:00.503"	128.46181139	3083.083473	1525892700.504	0	963	147.99364217	45.003105164	45.005729675	39.0625	32727.387577	1.8800900186	1.8835915243	-111.1552492	-116.04620442	-117.26233525	-124.79885369	0	0.11974664408	401.07839821	401.91042003	4.4833435135	-7.3077318528	-7.3106762427	-9.2579101813	-13.263302046
"2018-05-09"	"19:05:01.164"	128.46181904	3083.083657	1525892701.165	0	963	148.0005188	45.003105164	45.005729675	39.0625	32731.875	1.8800900186	1.8835915243	-111.1552492	-116.04620442	-117.26233525	-124.79885369	0	0.11974664408	401.01314973	401.84692445	4.4826352151	-7.3077318528	-7.3106762427	-9.2579101813	-13.263302046
"2018-05-09"	"19:05:01.697"	128.4618252	3083.083805	1525892701.697	0	963	148.00325158	45.003105164	45.005729675	39.116071429	32735.466554	1.8800900186	1.8835915243	-111.1552492	-116.04620442	-117.26233525	-124.79885369	0	0.11974664408	401.01314973	401.84692445	4.4829690031	-7.23381356	-7.3748942759	-9.0922419511	-13.173309681
"2018-05-09"	"19:05:03.433"	128.46184529	3083.084287	1525892703.433	0	963	148.00390431	45.003115845	45.005726115	39.077864583	32742.341821	1.8894407233	1.8929676747	-116.67370065	-114.97670299	-117.53720834	-124.64672767	0	0.11860576593	401.01314973	401.84692445	4.4829690031	-7.23381356	-7.3748942759	-9.0922419511	-13.173309681
"2018-05-09"	"19:05:05.234"	128.46186615	3083.084787	1525892705.235	0	963	147.99865242	45.003288269	45.00566864	39.0625	32738.427942	1.8894407233	1.8929676747	-116.67370065	-114.97670299	-117.53720834	-124.64672767	0	0.11860576593	401.01314973	401.84692445	4.4829690031	-7.23381356	-7.3748942759	-9.0922419511	-13.173309681
"2018-05-09"	"19:05:05.907"	128.46187394	3083.084974	1525892705.908	0	963	147.99893188	45.003288269	45.00566864	39.0625	32738.179688	1.8894407233	1.8929676747	-116.67370065	-114.97670299	-117.53720834	-124.64672767	0	0.11860576593	400.94747433	401.77313581	4.4821458235	-7.23381356	-7.3748942759	-9.0922419511	-13.173309681
"2018-05-09"	"19:05:06.447"	128.46188017	3083.085124	1525892706.447	0	963	147.997277	45.003288269	45.00566864	39.113553114	32734.49751	1.8894407233	1.8929676747	-116.67370065	-114.97670299	-117.53720834	-124.64672767	0	0.11860576593	400.94747433	401.77313581	4.4846823867	-6.6719813012	-7.2553007601	-8.9105999253	-12.944892415
"2018-05-09"	"19:05:08.089"	128.46189919	3083.085581	1525892708.09	0	963	147.99359601	45.003288269	45.00566864	39.082421875	32722.73193	1.8815849558	1.8850635508	-115.01651187	-114.8551139	-117.41283094	-124.37943866	0	0.11849297024	400.94747433	401.77313581	4.4846823867	-6.6719813012	-7.2553007601	-8.9105999253	-12.944892415
"2018-05-09"	"19:05:09.904"	128.4619202	3083.086085	1525892709.905	0	963	147.99960646	45.003272843	45.00566864	39.094093407	32721.882533	1.8815849558	1.8850635508	-115.01651187	-114.8551139	-117.41283094	-124.37943866	0	0.11849297024	400.94747433	401.77313581	4.4846823867	-6.6719813012	-7.2553007601	-8.9105999253	-12.944892415
"2018-05-09"	"19:05:10.573"	128.46192794	3083.086271	1525892710.574	0	963	148.00204468	45.003257751	45.00566864	39.125	32724.722656	1.8815849558	1.8850635508	-115.01651187	-114.8551139	-117.41283094	-124.37943866	0	0.11849297024	400.90589255	401.73068005	4.4842084858	-6.6719813012	-7.2553007601	-8.9105999253	-12.944892415
"2018-05-09"	"19:05:11.114"	128.46193419	3083.086421	1525892711.114	0	963	147.99948237	45.003257751	45.00566864	39.125	32722.411745	1.8815849558	1.8850635508	-115.01651187	-114.8551139	-117.41283094	-124.37943866	0	0.11849297024	400.90589255	401.73068005	4.4783666699	-7.9660423324	-7.2812021404	-8.7820236566	-12.618134907
"2018-05-09"	"19:05:12.865"	128.46195447	3083.086907	1525892712.866	0	963	148.00031904	45.003257751	45.00566864	39.125	32721.538155	1.8804205923	1.8838937046	-111.52471606	-113.85946697	-117.03483949	-124.00508242	0	0.1180638272	400.90589255	401.73068005	4.4783666699	-7.9660423324	-7.2812021404	-8.7820236566	-12.618134907
"2018-05-09"	"19:05:14.631"	128.4619749	3083.087398	1525892714.631	0	963	148.00411389	45.003288157	45.00566864	39.093864469	32727.792082	1.8804205923	1.8838937046	-111.52471606	-113.85946697	-117.03483949	-124.00508242	0	0.1180638272	400.90589255	401.73068005	4.4783666699	-7.9660423324	-7.2812021404	-8.7820236566	-12.618134907
