TIMESTAMP	EpochTime	Plot	Irga_CO2	Picarro_CO2	Picarro_Atm_Pct	ws_Temp_C	PAR_In	Date	night_index
2019-03-18 20:08:15	1552964895	P10	829	1091	12	15.4444444444444	0	2019-03-18	19
2019-03-18 21:28:15	1552969695	P10	1140	1521	9.8	15.7222222222222	0	2019-03-18	19
2019-03-18 22:48:15	1552974495	P10	1360	1846	8.74	12.8888888888889	0	2019-03-18	19
2019-03-19 00:08:15	1552979295	P10	1071	1944	8.03	13.7777777777778	0	2019-03-19	19
2019-03-19 01:28:15	1552984095	P10	1177	2158	7.594	11.2222222222222	0	2019-03-19	19
2019-03-19 02:48:15	1552988895	P10	1246	2371	7.298	10	0	2019-03-19	19
2019-03-19 04:08:15	1552993695	P10	1370	2549	7.084	8.16666666666667	0	2019-03-19	19
2019-03-19 05:28:15	1552998495	P10	1403	2709	6.905	7.44444444444444	0	2019-03-19	19
2019-03-19 06:48:15	1553003295	P10	1479	2817	6.766	7.55555555555556	0	2019-03-19	19
2019-03-19 20:08:15	1553051295	P10	1009	1220	13.21	15.5	0	2019-03-19	20
2019-03-19 21:28:15	1553056095	P10	1079	1570	10.86	13.5555555555556	0	2019-03-19	20
2019-03-19 22:48:15	1553060895	P10	934	1696	9.49	13.3888888888889	0	2019-03-19	20
2019-03-20 00:08:15	1553065695	P10	803	1759	8.31	11.8888888888889	0	2019-03-20	20
2019-03-20 01:28:15	1553070495	P10	1085	2016	7.997	11.6666666666667	0	2019-03-20	20
2019-03-20 02:48:15	1553075295	P10	1429	2301	7.804	9.61111111111111	0	2019-03-20	20
2019-03-20 04:08:15	1553080095	P10	1623	2550	7.633	9.55555555555556	0	2019-03-20	20
2019-03-20 05:28:15	1553084895	P10	1720	2753	7.472	9.72222222222222	0	2019-03-20	20
2019-03-20 06:48:15	1553089695	P10	1852	2907	7.34	9.44444444444444	0	2019-03-20	20
2019-03-20 20:08:15	1553137695	P10	677.2	744.3	16.89	7.83333333333333	0	2019-03-20	21
2019-03-20 21:28:15	1553142495	P10	977	1080	13.32	5.83333333333333	0	2019-03-20	21
2019-03-20 22:48:15	1553147295	P10	1164	1350	11.62	4.66666666666667	0	2019-03-20	21
2019-03-21 00:08:15	1553152095	P10	1330	1575	10.62	4.05555555555555	0	2019-03-21	21
2019-03-21 01:28:15	1553156895	P10	1488	1787	9.98	3.83333333333333	0	2019-03-21	21
2019-03-21 02:48:15	1553161695	P10	1584	1992	9.5	3.88888888888889	0	2019-03-21	21
2019-03-21 04:08:15	1553166495	P10	1760	2220	9.18	4.72222222222222	0	2019-03-21	21
2019-03-21 05:28:15	1553171295	P10	1861	2431	8.91	4.77777777777778	0	2019-03-21	21
2019-03-21 06:48:15	1553176095	P10	968	2266	8.52	4.83333333333333	0	2019-03-21	21
2019-03-21 20:08:15	1553224095	P10	661.9	673.4	18.54	8.94444444444444	0	2019-03-21	22
2019-03-21 21:28:15	1553228895	P10	945	1011	15.38	6.77777777777778	0	2019-03-21	22
2019-03-21 22:48:15	1553233695	P10	1147	1269	13.9	5.88888888888889	0	2019-03-21	22
