TIMESTAMP	EpochTime	Plot	Irga_CO2	Picarro_CO2	Picarro_Atm_Pct	ws_Temp_C	PAR_In	Date	night_index
2019-03-18 20:43:15	1552966995	P01	937	1490	14.1	14.8333333333333	0	2019-03-18	19
2019-03-18 22:03:15	1552971795	P01	1248	1806	11.78	15.2222222222222	0	2019-03-18	19
2019-03-18 23:23:15	1552976595	P01	1555	2147	10.47	12.6111111111111	0	2019-03-18	19
2019-03-19 00:43:15	1552981395	P01	1311	1935	8.86	12.1111111111111	0	2019-03-19	19
2019-03-19 02:03:15	1552986195	P01	1453	2117	8.16	10.7222222222222	0	2019-03-19	19
2019-03-19 03:23:15	1552990995	P01	1674	2372	7.7	9.16666666666667	0	2019-03-19	19
2019-03-19 04:43:15	1552995795	P01	1852	2556	7.387	7.5	0	2019-03-19	19
2019-03-19 06:03:15	1553000595	P01	1990	2749	7.133	7.66666666666667	0	2019-03-19	19
2019-03-19 20:43:15	1553053395	P01	1143	1387	6.445	14.4444444444444	0	2019-03-19	20
2019-03-19 22:03:15	1553058195	P01	1385	1638	6.035	12.1666666666667	0	2019-03-19	20
2019-03-19 23:23:15	1553062995	P01	913	1066	4.566	12.5	0	2019-03-19	20
2019-03-20 00:43:15	1553067795	P01	1149	1327	4.54	11.6666666666667	0	2019-03-20	20
2019-03-20 02:03:15	1553072595	P01	1417	1606	4.645	10.1666666666667	0	2019-03-20	20
2019-03-20 03:23:15	1553077395	P01	1764	1987	4.762	9.5	0	2019-03-20	20
2019-03-20 04:43:15	1553082195	P01	1982	2296	4.831	9.55555555555556	0	2019-03-20	20
2019-03-20 06:03:15	1553086995	P01	2001	2551	4.885	9.55555555555556	0	2019-03-20	20
2019-03-20 20:43:15	1553139795	P01	817	1010	20.39	7	0	2019-03-20	21
2019-03-20 22:03:15	1553144595	P01	982	1247	16.72	5.38888888888889	0	2019-03-20	21
2019-03-20 23:23:15	1553149395	P01	1112	1427	14.57	4.16666666666667	0	2019-03-20	21
2019-03-21 00:43:15	1553154195	P01	1235	1582	13.14	3.94444444444445	0	2019-03-21	21
2019-03-21 02:03:15	1553158995	P01	1326	1755	12.14	4.38888888888889	0	2019-03-21	21
2019-03-21 03:23:15	1553163795	P01	1429	1893	11.38	4.16666666666667	0	2019-03-21	21
2019-03-21 04:43:15	1553168595	P01	1511	2075	10.8	4.72222222222222	0	2019-03-21	21
2019-03-21 06:03:15	1553173395	P01	1444	2116	10.2	4.94444444444444	0	2019-03-21	21
2019-03-21 20:43:15	1553226195	P01	566.8	876	20.61	7.88888888888889	0	2019-03-21	22
2019-03-21 22:03:15	1553230995	P01	595.8	1150	17.35	6.11111111111111	0	2019-03-21	22
2019-03-21 23:23:15	1553235795	P01	601.9	1378	15.56	5.22222222222222	0	2019-03-21	22
2019-03-22 00:43:15	1553240595	P01	571.8	1558	14.28	4.72222222222222	0	2019-03-22	22
2019-03-22 02:03:15	1553245395	P01	594.1	1702	13.4	3.72222222222222	0	2019-03-22	22
2019-03-22 03:23:15	1553250195	P01	632.3	1873	12.88	4.72222222222222	0	2019-03-22	22
2019-03-22 04:43:15	1553254995	P01	629.5	2056	12.49	5.83333333333333	0	2019-03-22	22
2019-03-22 06:03:15	1553259795	P01	621.1	2203	12.25	5.88888888888889	0	2019-03-22	22
2019-03-22 20:43:15	1553312595	P01	770.7	1164	17.74	10.4444444444444	0	2019-03-22	23
2019-03-22 22:03:15	1553317395	P01	937	1431	16.39	10.3888888888889	0	2019-03-22	23
2019-03-22 23:23:15	1553322195	P01	1008	1663	15.34	10.5555555555556	0	2019-03-22	23
2019-03-23 00:43:15	1553326995	P01	942	1827	14.4	10.6666666666667	0	2019-03-23	23
2019-03-23 02:03:15	1553331795	P01	821	1959	13.5	10.1666666666667	0	2019-03-23	23
2019-03-23 03:23:15	1553336595	P01	882	2063	12.86	8.05555555555556	0	2019-03-23	23
2019-03-23 04:43:15	1553341395	P01	872	2142	12.35	7.27777777777778	0	2019-03-23	23
