TIMESTAMP	EpochTime	Plot	Irga_CO2	Picarro_CO2	Picarro_Atm_Pct	ws_Temp_C	PAR_In	Date	night_index
2019-03-18 19:58:15	1552964295	P08	606.4	954	6.937	16.2222222222222	0	2019-03-18	19
2019-03-18 21:18:15	1552969095	P08	860	1188	5.601	15.4444444444444	0	2019-03-18	19
2019-03-18 22:38:15	1552973895	P08	1001	1375	5.139	12.8888888888889	0	2019-03-18	19
2019-03-18 23:58:15	1552978695	P08	829	1102	4.288	14.1666666666667	0	2019-03-18	19
2019-03-19 01:18:15	1552983495	P08	838	1083	4.082	11.6666666666667	0	2019-03-19	19
2019-03-19 02:38:15	1552988295	P08	960	1166	4.107	10	0	2019-03-19	19
2019-03-19 03:58:15	1552993095	P08	1139	1263	4.16	8.55555555555556	0	2019-03-19	19
2019-03-19 05:18:15	1552997895	P08	1207	1241	4.048	7.5	0	2019-03-19	19
2019-03-19 06:38:15	1553002695	P08	1280	1347	4.2	7.55555555555556	0	2019-03-19	19
2019-03-19 19:58:15	1553050695	P08	863	961	6.634	14.6666666666667	0	2019-03-19	20
2019-03-19 21:18:15	1553055495	P08	859	959	4.959	13.7222222222222	0	2019-03-19	20
2019-03-19 22:38:15	1553060295	P08	735.6	900	4.21	13.3888888888889	0	2019-03-19	20
2019-03-19 23:58:15	1553065095	P08	633	706.7	3.313	12.1111111111111	0	2019-03-19	20
2019-03-20 01:18:15	1553069895	P08	801	946	4.009	11.7777777777778	0	2019-03-20	20
2019-03-20 02:38:15	1553074695	P08	1016	1227	4.537	9.61111111111111	0	2019-03-20	20
2019-03-20 03:58:15	1553079495	P08	1161	1408	4.745	9.55555555555556	0	2019-03-20	20
2019-03-20 05:18:15	1553084295	P08	1295	1525	4.842	9.77777777777778	0	2019-03-20	20
2019-03-20 06:38:15	1553089095	P08	1356	1651	4.909	9.44444444444444	0	2019-03-20	20
2019-03-20 19:58:15	1553137095	P08	622.4	707.5	13.78	8.44444444444445	0	2019-03-20	21
2019-03-20 21:18:15	1553141895	P08	852	962	9.64	6.27777777777778	0	2019-03-20	21
2019-03-20 22:38:15	1553146695	P08	995	1124	7.935	4.66666666666667	0	2019-03-20	21
2019-03-20 23:58:15	1553151495	P08	1116	1234	7.048	4.11111111111111	0	2019-03-20	21
2019-03-21 01:18:15	1553156295	P08	1208	1322	6.537	3.77777777777778	0	2019-03-21	21
2019-03-21 02:38:15	1553161095	P08	1321	1410	6.305	3.88888888888889	0	2019-03-21	21
2019-03-21 03:58:15	1553165895	P08	1380	1518	6.231	4.5	0	2019-03-21	21
2019-03-21 05:18:15	1553170695	P08	1384	1593	6.155	4.72222222222222	0	2019-03-21	21
2019-03-21 06:38:15	1553175495	P08	975	1290	5.616	4.83333333333333	0	2019-03-21	21
2019-03-21 19:58:15	1553223495	P08	565.3	731	13.72	9.55555555555556	0	2019-03-21	22
2019-03-21 21:18:15	1553228295	P08	790	1027	10.77	7.22222222222222	0	2019-03-21	22
2019-03-21 22:38:15	1553233095	P08	885	1236	9.55	5.88888888888889	0	2019-03-21	22
2019-03-21 23:58:15	1553237895	P08	976	1344	8.87	4.94444444444444	0	2019-03-21	22
2019-03-22 01:18:15	1553242695	P08	999	1410	8.39	4.27777777777778	0	2019-03-22	22
2019-03-22 02:38:15	1553247495	P08	1043	1398	7.939	3.22222222222222	0	2019-03-22	22
2019-03-22 03:58:15	1553252295	P08	1069	1461	7.975	5.88888888888889	0	2019-03-22	22
2019-03-22 05:18:15	1553257095	P08	1041	1437	8.04	5.61111111111111	0	2019-03-22	22
2019-03-22 06:38:15	1553261895	P08	1135	1454	8.13	5.55555555555556	0	2019-03-22	22
2019-03-22 19:58:15	1553309895	P08	714.5	896	11.78	10.5	0	2019-03-22	23
2019-03-22 21:18:15	1553314695	P08	960	1167	11.1	10.4444444444444	0	2019-03-22	23
2019-03-22 22:38:15	1553319495	P08	1132	1354	10.5	10.5	0	2019-03-22	23
2019-03-22 23:58:15	1553324295	P08	1280	1527	10.14	10.6111111111111	0	2019-03-22	23
2019-03-23 01:18:15	1553329095	P08	1273	1544	9.63	10.4444444444444	0	2019-03-23	23
2019-03-23 02:38:15	1553333895	P08	1071	1462	9.07	9.11111111111111	0	2019-03-23	23
2019-03-23 03:58:15	1553338695	P08	1189	1457	8.66	7.61111111111111	0	2019-03-23	23
