TIMESTAMP	EpochTime	Plot	Irga_CO2	Picarro_CO2	Picarro_Atm_Pct	ws_Temp_C	PAR_In	Date	night_index	Picarro_CO2_Eyeball_MY
2019-03-18 19:43:15	1552963395	P05	565.2	989	10.08	17.2222222222222	0	2019-03-18	19	N
2019-03-18 21:03:15	1552968195	P05	1030	1390	7.305	14.4444444444444	0	2019-03-18	19	N
2019-03-18 22:23:15	1552972995	P05	1345	1537	5.956	13.1111111111111	0	2019-03-18	19	N
2019-03-18 23:43:15	1552977795	P05	1569	1742	5.333	13.9444444444444	0	2019-03-18	19	N
2019-03-19 01:03:15	1552982595	P05	1561	1607	4.551	11.5	0	2019-03-19	19	Y
2019-03-19 02:23:15	1552987395	P05	1677	1691	4.251	9.88888888888889	0	2019-03-19	19	Y
2019-03-19 03:43:15	1552992195	P05	1829	1890	4.275	8.83333333333333	0	2019-03-19	19	Y
2019-03-19 05:03:15	1552996995	P05	1943	1982	4.215	7.27777777777778	0	2019-03-19	19	Y
2019-03-19 06:23:15	1553001795	P05	2001	2063	4.136	7.61111111111111	0	2019-03-19	19	Y
2019-03-19 19:43:15	1553049795	P05	1280	1138	10.24	13.8888888888889	0	2019-03-19	20	N
2019-03-19 21:03:15	1553054595	P05	1250	1177	6.874	14.2777777777778	0	2019-03-19	20	N
2019-03-19 22:23:15	1553059395	P05	1397	1328	5.795	12.7777777777778	0	2019-03-19	20	N
2019-03-19 23:43:15	1553064195	P05	889	899	3.724	12.3888888888889	0	2019-03-19	20	Y
2019-03-20 01:03:15	1553068995	P05	1107	1160	4.186	11.5	0	2019-03-20	20	Y
2019-03-20 02:23:15	1553073795	P05	1295	1318	4.332	9.72222222222222	0	2019-03-20	20	Y
2019-03-20 03:43:15	1553078595	P05	1535	1558	4.379	9.44444444444444	0	2019-03-20	20	Y
2019-03-20 05:03:15	1553083395	P05	1661	1652	4.414	9.66666666666667	0	2019-03-20	20	Y
2019-03-20 06:23:15	1553088195	P05	1792	1799	4.491	9.44444444444444	0	2019-03-20	20	Y
2019-03-20 19:43:15	1553136195	P05	850	861	24.25	8.77777777777778	0	2019-03-20	21	Y
2019-03-20 21:03:15	1553140995	P05	953	1070	17.31	6.61111111111111	0	2019-03-20	21	Y
2019-03-20 22:23:15	1553145795	P05	1021	1230	13.79	4.94444444444444	0	2019-03-20	21	Y
2019-03-20 23:43:15	1553150595	P05	1084	1356	11.82	4.05555555555555	0	2019-03-20	21	Y
2019-03-21 01:03:15	1553155395	P05	1141	1472	10.44	3.88888888888889	0	2019-03-21	21	Y
2019-03-21 02:23:15	1553160195	P05	1228	1580	9.39	4.11111111111111	0	2019-03-21	21	Y
2019-03-21 03:43:15	1553164995	P05	1308	1662	8.67	4.27777777777778	0	2019-03-21	21	Y
2019-03-21 05:03:15	1553169795	P05	1354	1694	8.01	4.66666666666667	0	2019-03-21	21	Y
2019-03-21 06:23:15	1553174595	P05	1258	1550	7.068	4.77777777777778	0	2019-03-21	21	N
2019-03-21 21:03:15	1553227395	P05	845	1023	12.92	7.5	0	2019-03-21	22	Y
2019-03-21 22:23:15	1553232195	P05	951	1252	11.42	6.05555555555555	0	2019-03-21	22	Y
2019-03-21 23:43:15	1553236995	P05	992	1400	10.34	5.05555555555556	0	2019-03-21	22	Y
2019-03-22 01:03:15	1553241795	P05	960	1527	9.67	4.5	0	2019-03-22	22	Y
2019-03-22 02:23:15	1553246595	P05	997	1643	9.06	3.27777777777778	0	2019-03-22	22	Y
2019-03-22 03:43:15	1553251395	P05	1049	1686	8.64	5.77777777777778	0	2019-03-22	22	Y
2019-03-22 05:03:15	1553256195	P05	1130	1765	8.36	5.66666666666667	0	2019-03-22	22	Y
2019-03-22 06:23:15	1553260995	P05	1105	1708	7.92	5.66666666666667	0	2019-03-22	22	N
2019-03-22 19:43:15	1553308995	P05	775.9	864	15.07	10.5555555555556	0	2019-03-22	23	Y
2019-03-22 21:03:15	1553313795	P05	992	1114	13.55	10.4444444444444	0	2019-03-22	23	Y
2019-03-22 22:23:15	1553318595	P05	1194	1334	12.33	10.5	0	2019-03-22	23	Y
2019-03-22 23:43:15	1553323395	P05	1341	1521	11.34	10.6111111111111	0	2019-03-22	23	Y
2019-03-23 01:03:15	1553328195	P05	1378	1632	10.33	10.4444444444444	0	2019-03-23	23	Y
2019-03-23 02:23:15	1553332995	P05	1336	1683	9.42	9.44444444444444	0	2019-03-23	23	Y
2019-03-23 03:43:15	1553337795	P05	1343	1787	8.73	7.88888888888889	0	2019-03-23	23	Y
2019-03-23 05:03:15	1553342595	P05	1301	1853	8.35	7	0	2019-03-23	23	Y
2019-03-23 06:23:15	1553347395	P05	1213	1824	7.765	5.27777777777778	0	2019-03-23	23	N
2019-03-23 21:03:15	1553400195	P05	900	960	14.8	6.33333333333333	0	2019-03-23	24	Y
2019-03-23 22:23:15	1553404995	P05	947	1087	12.36	4.66666666666667	0	2019-03-23	24	Y
2019-03-23 23:43:15	1553409795	P05	987	1212	11.26	3.77777777777778	0	2019-03-23	24	Y
2019-03-24 01:03:15	1553414595	P05	1007	1310	10.32	3	0	2019-03-24	24	Y
2019-03-24 02:23:15	1553419395	P05	1001	1371	9.78	2.27777777777778	0	2019-03-24	24	Y
2019-03-24 03:43:15	1553424195	P05	1022	1420	9.17	1.77777777777778	0	2019-03-24	24	Y
2019-03-24 05:03:15	1553428995	P05	1087	1501	8.89	1.83333333333333	0	2019-03-24	24	Y
2019-03-24 06:23:15	1553433795	P05	1052	1458	8.35	1.66666666666667	0	2019-03-24	24	N
2019-03-24 19:43:15	1553481795	P05	686.6	703	15.49	13.0555555555556	0	2019-03-24	25	N
2019-03-24 21:03:15	1553486595	P05	824	886	12.03	13.3333333333333	0	2019-03-24	25	N
2019-03-24 22:23:15	1553491395	P05	771.1	876	8.84	12.3333333333333	0	2019-03-24	25	N
2019-03-24 23:43:15	1553496195	P05	731.8	893	7.747	11.6666666666667	0	2019-03-24	25	N
2019-03-25 01:03:15	1553500995	P05	700	882	6.638	11.1666666666667	0	2019-03-25	25	Y
