TIMESTAMP	EpochTime	Plot	Irga_CO2	Picarro_CO2	Picarro_Atm_Pct	ws_Temp_C	PAR_In	Date	night_index	Picarro_CO2_Eyeball_MY
2019-03-18 20:33:15	1552966395	P15	1031	1126	9.91	15.0555555555556	0	2019-03-18	19	N
2019-03-18 21:53:15	1552971195	P15	1460	1191	7.643	15.2222222222222	0	2019-03-18	19	N
2019-03-18 23:13:15	1552975995	P15	1832	1397	6.468	12.1666666666667	0	2019-03-18	19	N
2019-03-19 00:33:15	1552980795	P15	1736	1015	5.442	13.3333333333333	0	2019-03-19	19	Y
2019-03-19 01:53:15	1552985595	P15	1942	1134	4.88	10.7222222222222	0	2019-03-19	19	Y
2019-03-19 03:13:15	1552990395	P15	2002	1343	4.54	9.11111111111111	0	2019-03-19	19	Y
2019-03-19 04:33:15	1552995195	P15	2001	1480	4.313	7.77777777777778	0	2019-03-19	19	Y
2019-03-19 05:53:15	1552999995	P15	2002	1508	4.142	7.66666666666667	0	2019-03-19	19	Y
2019-03-19 20:33:15	1553052795	P15	1068	950	6.454	15.3333333333333	0	2019-03-19	20	N
2019-03-19 21:53:15	1553057595	P15	1389	1119	5.428	12.1666666666667	0	2019-03-19	20	N
2019-03-19 23:13:15	1553062395	P15	944	715.5	3.932	12.5555555555556	0	2019-03-19	20	Y
2019-03-20 00:33:15	1553067195	P15	1106	928	3.775	11.6666666666667	0	2019-03-20	20	Y
2019-03-20 01:53:15	1553071995	P15	1356	1006	3.777	10.1666666666667	0	2019-03-20	20	Y
2019-03-20 03:13:15	1553076795	P15	1734	1233	3.854	9.5	0	2019-03-20	20	Y
2019-03-20 04:33:15	1553081595	P15	1975	1318	3.849	9.66666666666667	0	2019-03-20	20	Y
2019-03-20 05:53:15	1553086395	P15	2002	1412	3.864	9.55555555555556	0	2019-03-20	20	Y
2019-03-20 20:33:15	1553139195	P15	797.8	819	14.61	7.44444444444444	0	2019-03-20	21	Y
2019-03-20 21:53:15	1553143995	P15	1079	1089	11.44	5.38888888888889	0	2019-03-20	21	Y
2019-03-20 23:13:15	1553148795	P15	1310	1238	9.71	4.38888888888889	0	2019-03-20	21	Y
2019-03-21 00:33:15	1553153595	P15	1535	1367	8.65	3.94444444444445	0	2019-03-21	21	Y
2019-03-21 01:53:15	1553158395	P15	1741	1468	7.972	4.38888888888889	0	2019-03-21	21	Y
2019-03-21 03:13:15	1553163195	P15	1911	1462	7.495	3.94444444444445	0	2019-03-21	21	N
2019-03-21 04:33:15	1553167995	P15	2002	1439	7.207	4.83333333333333	0	2019-03-21	21	N
2019-03-21 05:53:15	1553172795	P15	2001	1292	6.854	4.94444444444444	0	2019-03-21	21	N
2019-03-21 20:33:15	1553225595	P15	884	840	22.31	8.33333333333333	0	2019-03-21	22	Y
2019-03-21 21:53:15	1553230395	P15	1227	1132	17.62	6.11111111111111	0	2019-03-21	22	Y
2019-03-21 23:13:15	1553235195	P15	1484	1258	14.98	5.38888888888889	0	2019-03-21	22	Y
